"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Throughput","DRAM Frequency","Ghz","13.77",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Throughput","SM Frequency","Ghz","2.01",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","20,830",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Throughput","Memory Throughput","%","26.00",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Throughput","DRAM Throughput","%","26.00",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Throughput","Duration","us","10.34",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","18.21",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Throughput","L2 Cache Throughput","%","9.32",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Throughput","SM Active Cycles","cycle","7,914.56",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","8.77",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","SpeedOfLight","","","","SOLBottleneck","OPT","This kernel grid is too small to fill the available resources on this device, resulting in only 0.5 full waves across all SMs. Look at Launch Statistics for more details.","",""
