"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Body Item Label","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","","Theoretical Predicated-On DFMA Thread Instructions Executed","inst/cycle","340",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","","Theoretical Predicated-On FFMA Thread Instructions Executed","inst/cycle","21,760",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","","Predicated-On DFMA Thread Instructions Executed Per Cycle","inst/cycle","0",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","","Predicated-On FFMA Thread Instructions Executed Per Cycle","inst/cycle","29.84",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Single Precision Roofline","Theoretical Predicated-On FFMA Operations","inst","43,520",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Single Precision Roofline","SM Frequency","Ghz","2.13",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Single Precision Roofline","Theoretical DRAM Bytes Accessible","byte/cycle","128",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Single Precision Roofline","DRAM Frequency","Ghz","13.77",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Double Precision Roofline","Theoretical Predicated-On DFMA Operations","inst","680",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Double Precision Roofline","SM Frequency","Ghz","2.13",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Double Precision Roofline","Theoretical DRAM Bytes Accessible","byte/cycle","128",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Double Precision Roofline","DRAM Frequency","Ghz","13.77",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Single Precision Achieved Value","Predicated-On FFMA Operations Per Cycle","inst","59.68",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Single Precision Achieved Value","SM Frequency","Ghz","2.13",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Single Precision Achieved Value","Predicated-On FADD Thread Instructions Executed Per Cycle","inst/cycle","30.76",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Single Precision Achieved Value","Predicated-On FMUL Thread Instructions Executed Per Cycle","inst/cycle","30.77",
"0","1747455","python3.12","127.0.0.1","void flash_fwd_splitkv_kernel<Flash_fwd_kernel_traits<128, 64, 128, 4, 0, 0, bfloat16_t, Flash_kernel_traits<128, 64, 128, 4, bfloat16_t>>, 0, 0, 0, 0, 1, 0, 1, 0>(Flash_fwd_params)","1","7","(128, 1, 1)","(1, 8, 10)","0","12.0","GPU Speed Of Light Roofline Chart","Single Precision Achieved Value","DRAM Bandwidth","Gbyte/s","458.30",
